mid,title,year,genre,company,budget,revenue,runtime
79515,Black Tar Heroin: The Dark End of the Street,2000,documentary,,0,0,75
14839,Blue Collar,1978,drama_crime,Universal Pictures_TAT Communications Company,0,6521083,114
42186,Bluebeard,1944,mystery_thriller,Producers Releasing Corporation (PRC),0,0,72
28978,The Circus,1928,comedy_drama,Charles Chaplin Productions,9000000,0,71
901,City Lights,1931,comedy_drama_romance,Charles Chaplin Productions,1500000,19181,87
25010,The Flamingo Kid,1984,comedy_drama_romance,Twentieth Century Fox Film Corporation_American Broadcasting Company (ABC)_Edgewood Productions_Mercury Productions,0,0,100
10098,The Kid,1921,comedy_drama,Charles Chaplin Productions_First National Pictures,250000,2500000,68
18264,The Man from Laramie,1955,western,Columbia Pictures Corporation_William Goetz Productions,0,0,104
291861,The Wild McCullochs,1975,romance_drama,,0,0,93
33374,Class Reunion,1982,comedy,ABC Motion Pictures,0,0,84
43368,The Big Trees,1952,romance_western,Warner Bros.,0,0,89
127602,Happy Go Lovely,1951,music_romance_comedy,Marcel Hellman Productions,0,0,97
2155,Reindeer Games,2000,thriller,Dimension Films_Marty Katz Productions,42000000,32168970,124
11004,Wonder Boys,2000,comedy_drama,Paramount Pictures_Scott Rudin Productions_Toho-Towa_Mutual Film Company_British Broadcasting Corporation (BBC)_Marubeni_Curtis Hanson Productions_MFF Feature Film Productions,35000000,0,111
25212,Deterrence,2000,action_drama_mystery_thriller,Battleplan Productions_TF1 International_Moonstone Entertainment,0,0,101
36048,Judy Berlin,1999,comedy_drama,,0,0,93
210307,The Waiting Game,1999,comedy,,0,0,85
47816,3 Strikes,2000,action_comedy_romance,,6000000,9000000,82
20682,Chain of Fools,2000,action_comedy_crime,Bel Air Entertainment,20000000,0,96
25166,Drowning Mona,2000,comedy_crime_mystery,Code Entertainment_Neverland Films,16000000,15427192,96
1831,The Next Best Thing,2000,comedy,Paramount Pictures_Lakeshore Entertainment,25000000,24362772,108
10416,What Planet Are You From?,2000,comedy_drama_romance_science fiction,Columbia Pictures,60000000,0,105
14271,Beyond the Mat,1999,documentary,Imagine Entertainment_Universal Pictures_Lionsgate,2053648,500000,102
4816,Ghost Dog: The Way of the Samurai,1999,crime_drama,Bac Films_Pandora Filmproduktion_Degeto Film_ARD_JVC Entertainment Networks_Canal+_Plywood Productions,0,0,116
19958,The Year My Voice Broke,1987,drama_foreign_romance,Kennedy Miller,0,0,105
28569,Splendor in the Grass,1961,drama_romance,Warner Bros._Newton Productions_NBI Productions,0,0,124
2193,My Tutor,1983,comedy_drama_romance,Crown International Pictures_Marimark Productions,0,22587000,97
64871,The Legend of Lobo,1962,family_adventure,Walt Disney Productions,0,0,67
54575,The Killing of Sister George,1968,comedy_drama,Palomar Pictures_The Associates & Aldrich Company,0,0,138
11016,Key Largo,1948,crime_drama_thriller,Warner Bros.,0,0,100
23020,Jail Bait,1954,action_crime_thriller,Howco Productions Inc.,0,0,74
54195,It Happened Here,1966,war_drama,,0,0,93
139058,I'll Never Forget What's'isname,1967,comedy_drama,Scimitar Productions,0,0,97
20423,For All Mankind,1989,documentary,Apollo Associates_FAM Productions,0,770132,80
10839,Cross of Iron,1977,drama_action_history_war,ITC Entertainment_Terra-Filmkunst_EMI Films_Rapid Film,6000000,0,132
36489,Bride of the Monster,1955,horror_science fiction,Rolling M. Productions,0,0,69
24481,Born Yesterday,1950,comedy_romance_drama,Columbia Pictures Corporation,0,0,103
11296,Birdy,1984,drama_history,TriStar Pictures,12000000,1400000,120
61651,And God Created Woman,1988,comedy_drama_romance,Vestron Pictures_Crow Productions,0,0,100
28172,Blood Feast,1963,horror,Friedman-Lewis Productions,24500,4000000,67
57855,"Charlie, the Lonesome Cougar",1967,adventure_family,,0,0,75
28180,Color Me Blood Red,1965,horror,Box Office Spectaculars,50000,0,79
14280,Never Cry Wolf,1983,action_adventure_drama,Walt Disney Productions,0,0,105
72086,The Night Visitor,1971,crime_horror,Hemisphere Pictures_Glazier,0,0,106
149687,The Perils of Pauline,1947,comedy,Paramount Pictures,0,0,96
29478,A Raisin in the Sun,1961,romance_drama,Columbia Pictures Corporation,1500000,0,128
28177,Two Thousand Maniacs!,1964,horror,Friedman-Lewis Productions_Jacqueline Kay,65000,0,87
64166,Brown's Requiem,1998,drama_action_thriller_mystery,,0,0,104
73642,The Closer You Get,2000,comedy_romance_foreign,,0,0,93
2067,Mission to Mars,2000,science fiction,Spyglass Entertainment_The Jacobson Company_Touchstone Pictures_Red Horizon Productions,90000000,60874615,114
622,The Ninth Gate,1999,horror_mystery_thriller,Bac Films_Kino Vision_Orly Films_R.P. Productions_VÃ­a Digital_Artisan Entertainment_Origen Producciones Cinematograficas S.A._TF1 Films Production_Canal+_Canal+ EspaÃ±a,38000000,58401898,133
110666,Condo Painting,2000,documentary,,0,0,0
12186,Defending Your Life,1991,fantasy_drama_comedy,Geffen Pictures_Warner Bros.,0,0,112
20283,Breaking Away,1979,drama_comedy,Twentieth Century Fox Film Corporation,2300000,20000000,100
5693,Hoosiers,1986,drama_family,Orion Pictures_De Haven Productions,9000000,28607524,114
287,Bull Durham,1988,comedy_romance,Orion Pictures_The Mount Company,7000000,50888000,108
968,Dog Day Afternoon,1975,crime_drama_thriller,Artists Entertainment Complex_Warner Bros.,1800000,46665856,125
838,American Graffiti,1973,comedy_drama,Lucasfilm_Universal Pictures_The Coppola Company,777000,140000000,110
16958,The Asphalt Jungle,1950,action_crime_drama_thriller,Metro-Goldwyn-Mayer (MGM),0,0,112
3114,The Searchers,1956,western,C.V. Whitney Pictures_Warner Bros.,3750000,0,119
31938,The Devil's Brigade,1968,war_action,Wolper Pictures,0,0,130
12501,The Big Country,1958,drama_western_romance,United Artists,0,0,165
31618,Betrayed,1988,action_drama_romance_thriller,United Artists_Winkler Films_CST Telecommunications,19000000,0,127
42232,Bound for Glory,1976,music,United Artists,0,0,147
15873,The Bridge at Remagen,1969,action_history_war,Wolper Pictures,0,0,117
26928,Buck and the Preacher,1972,action_comedy_western,Columbia Pictures Corporation_E & R Productions Corp._Belafonte Enterprises,0,0,102
68427,Daughters of the Dust,1991,drama_romance,American Playhouse_WMG Film_Geechee Girls,800000,0,112
25392,Destination Moon,1950,science fiction,George Pal Productions,0,0,91
22178,Hangmen Also Die!,1943,drama_history_thriller_war,United Artists_Arnold Pressburger Films,0,0,134
35412,On the Beach,1959,science fiction_drama_romance,Stanley Kramer Productions,0,0,134
43463,Railroaded!,1947,drama_thriller,PRC,0,0,72
59939,Slaves to the Underground,1997,comedy_music_drama,,0,0,93
159727,Song of Freedom,1936,,British Lion Films_Hammer Film Productions,0,0,80
244151,Big Fella,1937,,,0,0,0
8333,The Taking of Pelham One Two Three,1974,action_adventure_crime_thriller,Palladium Productions_Palomar Pictures,0,0,104
19259,Volunteers,1985,comedy,TriStar Pictures,0,0,107
820,JFK,1991,drama_thriller_history,Camelot Productions_Canal Plus Group_Ixtlan Productions_Warner Bros.,40000000,205405498,189
11718,Who's Harry Crumb?,1989,comedy_crime_mystery,TriStar Pictures_Frostbacks_NBC Productions_Arnon Milchan Productions,0,0,94
8989,Harry and the Hendersons,1987,comedy_family_fantasy,Universal Pictures_Amblin Entertainment,0,49998613,110
32031,Let's Get Harry,1986,action_adventure,TriStar Pictures,0,0,102
58048,Shanghai Surprise,1986,adventure,"HandMade Films_Vista Organisation, The",17000000,0,97
26827,Who's That Girl,1987,comedy,The Guber-Peters Company_Warner Bros.,0,7305209,92
11157,She-Devil,1989,comedy,Orion Pictures,0,0,99
28370,Date With an Angel,1987,comedy_fantasy_romance_science fiction,De Laurentiis Entertainment Group (DEG),0,0,105
918,Blind Date,1987,comedy_romance,Permut Presentations_TriStar Pictures_Blake Edwards Entertainment_Delphi V Productions_ML Delphi Premier Productions,18000000,39321715,95
61178,Nadine,1987,action_comedy_romance,TriStar Pictures,12000000,5669831,83
11176,The Muppet Movie,1979,adventure_comedy_family,Incorporated Television Company_Henson Associates (HA),0,76657000,97
14900,The Great Muppet Caper,1981,crime_family_comedy,Incorporated Television Company (ITC)_Henson Associates (HA),0,0,95
11899,The Muppets Take Manhattan,1984,romance_comedy_family,"TriStar Pictures_Jim Henson Company, The_Delphi II Productions",8000000,0,94
36536,Sesame Street Presents Follow That Bird,1985,adventure_comedy_family_music,Warner Bros._Henson Associates (HA)_Children's Television Workshop (CTW),0,0,88
18890,We're Back! A Dinosaur's Story,1993,animation_science fiction_family,Universal Studios_Amblin Entertainment_Amblimation,0,9317021,72
19736,Baby: Secret of the Lost Legend,1985,adventure_fantasy_action_science fiction_family,Touchstone Pictures,0,0,95
123047,Turtle Diary,1985,romance_comedy_drama,British Lion Film Corporation_Samuel Goldwyn Company_United British Artists (UBA)_CBS Theatrical Films_britannic,0,0,97
24575,Raise the Titanic,1980,action_drama_thriller,ITC Entertainment,0,0,115
16535,Titanic,1953,drama_action_romance,Twentieth Century Fox Film Corporation,1805000,4905000,98
10971,A Night to Remember,1958,drama_action_history,The Rank Organisation,1680000,0,123
23928,Captain Horatio Hornblower R.N.,1951,war_action_adventure_drama,Warner Bros.,0,0,117
462,Erin Brockovich,2000,drama,Jersey Films,52000000,256271286,131
9532,Final Destination,2000,horror,New Line Cinema_Zide-Perry Productions_Hard Eight Pictures,23000000,53302314,98
117259,Soft Fruit,1999,,,0,0,101
78231,Babymother,1998,drama_music_tv movie,Channel Four Films_Arts Council of England,0,0,82
2383,The Bear,1988,adventure_drama_family,Renn Productions_Price,0,138241022,94
25503,Impact,1949,drama_thriller_mystery,United Artists_Cardinal Pictures (II),0,0,111
53879,Love Is a Many-Splendored Thing,1955,drama_romance,Twentieth Century Fox Film Corporation,0,0,102
11570,The Crimson Pirate,1952,action_adventure_comedy,Hecht-Lancaster Productions,1850000,0,105
1541,Thelma & Louise,1991,drama_thriller_crime_adventure,PathÃ© Entertainment_Metro-Goldwyn-Mayer (MGM)_Star Partners III Ltd.,16000000,45361000,130
150043,Something For Everyone,1970,,,0,0,112
17443,...And Justice for All,1979,crime_drama_mystery_thriller,Columbia Pictures Corporation,0,33300000,119
8469,Animal House,1978,comedy,Universal Pictures_Oregon Film Factory_Stage III Productions,2700000,141000000,109
27995,She's Gotta Have It,1986,comedy_romance,40 Acres & A Mule Filmworks,0,0,84
36739,School Daze,1988,comedy_drama,Columbia Pictures_40 Acres & A Mule Filmworks,0,0,121
925,Do the Right Thing,1989,drama,Universal Pictures_40 Acres & A Mule Filmworks,6500000,37295445,120
41823,Mo' Better Blues,1990,drama_romance,Universal Pictures_40 Acres & A Mule Filmworks,10000000,16153593,129
1713,Jungle Fever,1991,drama_romance,Universal Pictures_40 Acres & A Mule Filmworks,14000000,32482682,132
26170,Coogan's Bluff,1968,action_crime_drama_thriller,Universal Pictures_Malpaso Productions,0,3110000,93
30547,The Champ,1979,drama_family,Metro-Goldwyn-Mayer (MGM),0,0,121
54825,Creature Comforts,1989,animation_comedy_family,Channel Four Films_Aardman Animations,500000,0,5
13939,Death Wish,1974,action_crime_drama_thriller,Paramount Pictures,3000000,22000000,93
14373,Death Wish 2,1982,action_crime_thriller,Cannon Films,2000000,45000000,88
24873,Death Wish 3,1985,action_crime_drama_thriller,Cannon Group,9000000,16945171,92
26263,Death Wish 4: The Crackdown,1987,thriller_action_adventure_crime,Cannon Group,0,0,99
34746,Death Wish 5: The Face of Death,1994,action_crime_drama_thriller,21st Century Film Corporation_Death Wish 5 Productions,5000000,1702394,95
996,Double Indemnity,1944,drama_mystery_thriller,Paramount Pictures,927262,2500000,107
9079,Dying Young,1991,drama_romance,Twentieth Century Fox Film Corporation,0,0,111
1496,Cool as Ice,1991,drama_action_comedy_music_romance,Universal Pictures_Alive Films_Koppelmann/Bandier-Carnegie Pictures_Capella,6000000,1193062,91
1498,Teenage Mutant Ninja Turtles,1990,science fiction_action_adventure_comedy_family,New Line Cinema_Golden Harvest Company,13500000,202000000,93
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,science fiction_adventure_action_comedy_family,New Line Cinema_Golden Harvest Company,25000000,78000000,88
1499,Teenage Mutant Ninja Turtles III,1993,action_adventure_comedy_family_fantasy_science fiction,New Line Cinema_Golden Harvest Pictures_Clearwater Holdings Limited,21000000,42000000,96
1880,Red Dawn,1984,action_thriller,United Artists_Valkyrie Films,4200000,38376497,114
33762,Band of the Hand,1986,action_crime_drama,Delphi V Productions_Michael Mann Productions,8700000,4865912,109
103960,Born American,1986,drama_action,,0,0,97
11690,Bloodsport,1988,action,Cannon Films,1500000,11806119,92
29143,Eyes of Laura Mars,1978,drama_horror_mystery_thriller,Columbia Pictures Corporation,7000000,20000000,104
35292,Funny Bones,1995,comedy,Hollywood Pictures,0,0,128
36652,The Good Earth,1937,drama,Metro-Goldwyn-Mayer (MGM),0,0,138
801,"Good Morning, Vietnam",1987,comedy_drama_war,Silver Screen Partners III_Touchstone Pictures,13000000,123922370,121
104301,The Good Mother,1988,drama_romance,Touchstone Pictures,0,0,104
11520,Grumpy Old Men,1993,comedy_family_romance,Warner Bros._Lancaster Gate_John Davis,0,0,103
1879,Guess Who's Coming to Dinner,1967,comedy_drama_romance,Stanley Kramer Productions,4000000,56666667,108
2085,Romeo Must Die,2000,action_crime_thriller,Silver Pictures_Warner Bros.,25000000,91036760,115
13539,Here On Earth,2000,romance,Fox 2000 Pictures_Friendly Productions,0,0,96
16222,Whatever It Takes,2000,drama_comedy_romance,Columbia Pictures Corporation,15000000,9902115,94
109479,Buddy Boy,1999,drama_thriller_romance,,0,0,105
37722,Waking the Dead,2000,drama_romance,Egg Pictures_PolyGram Filmed Entertainment_Gramercy Pictures (I),8500000,327418,105
33516,Gothic,1986,drama_fantasy_horror,,0,0,84
99008,Hillbillys in a Haunted House,1967,comedy_horror_music,Woolner Brothers Pictures Inc.,0,0,86
9960,Lord of the Flies,1963,thriller_adventure_drama,Two Arts Ltd.,250000,0,92
3082,Modern Times,1936,drama_comedy,United Artists_Charles Chaplin Productions,1,8500000,87
2102,Solar Crisis,1990,adventure_drama_action_thriller_science fiction_foreign,Japan America Picture Company,55000000,0,112
52961,That's Life!,1986,comedy_drama,Blake Edwards,0,0,102
12187,Heart and Souls,1993,fantasy_drama_comedy_science fiction_romance,Universal Pictures_Stampede Entertainment_Alphaville Films,0,16589540,104
24748,Hud,1963,action_drama_western,Paramount Pictures,2500000,10000000,112
990,The Hustler,1961,drama,Twentieth Century Fox Film Corporation_Rossen Films,2000000,7600000,134
1908,Inherit the Wind,1960,drama_history,Stanley Kramer Productions,0,0,128
840,Close Encounters of the Third Kind,1977,science fiction_drama,Columbia Pictures Corporation_EMI Films_Julia Phillips and Michael Phillips Productions,20000000,303788635,135
39890,The City of the Dead,1960,mystery_horror,Vulcan Productions Inc.,0,0,76
26689,Retroactive,1997,science fiction_thriller,Orion Pictures_Cohiba Pictures,0,0,91
25673,A Place in the Sun,1951,drama_romance,Paramount Pictures,0,0,122
2291,Jacob's Ladder,1990,drama_mystery_horror,TriStar Pictures_Carolco Pictures,25000000,25965144,113
13531,Empire Records,1995,comedy_drama,Monarchy Enterprises B.V._Warner Bros._New Regency Pictures,0,0,90
16620,La Bamba,1987,drama_music,Columbia Pictures Corporation_New Visions Pictures,6500000,54215416,108
526,Ladyhawke,1985,adventure_drama_fantasy_romance,Twentieth Century Fox Film Corporation_Warner Bros.,20000000,18432000,121
13346,Lucas,1986,comedy_drama_romance,Twentieth Century Fox Film Corporation,6000000,8200000,108
243,High Fidelity,2000,comedy_drama_romance_music,Buena Vista_Touchstone Pictures,30000000,47126295,113
10501,The Road to El Dorado,2000,adventure_animation_comedy_family,DreamWorks SKG_DreamWorks Animation,95000000,76432727,89
11478,The Skulls,2000,crime_drama_thriller,Universal Pictures_Original Film_Newmarket Capital Group_Cranium Films,15000000,35007180,106
96167,Autopsy,1975,horror_thriller,,0,0,85
24212,Devil Girl from Mars,1954,science fiction,Danziger Productions Ltd.,0,0,77
6644,El Dorado,1966,western,Paramount Pictures_Laurel Productions,4653000,6000000,120
41038,The Hideous Sun Demon,1958,horror_science fiction,Clarke-King Enterprises,0,0,74
879,Hook,1991,adventure_fantasy_comedy_family,Amblin Entertainment_TriStar Pictures,70000000,300854823,144
32613,Horror Express,1972,horror,Granada Films_Benmar Productions,300000,0,90
39406,My Chauffeur,1986,comedy_romance,Marimark,0,0,97
85689,The Son of the Sheik,1926,adventure_drama_action_romance,Feature Productions,0,0,68
17529,True Grit,1969,western,Paramount Pictures,0,14250000,128
40841,Roadside Prophets,1992,action_adventure_comedy_drama,New Line Cinema_Swinson-Starkey Productions,0,157645,96
118098,Madame Sousatzka,1988,drama_music,Universal Pictures_Cineplex-Odeon Films,0,0,122
1793,Max Dugan Returns,1983,comedy_drama_family,Twentieth Century Fox Film Corporation,0,0,98
11327,Midnight Express,1978,drama_crime,Columbia Pictures_Casablanca Filmworks,2300000,35000000,121
1700,Misery,1990,drama_thriller,Columbia Pictures_Castle Rock Entertainment_Nelson Entertainment,20000000,61276872,107
54087,Mr. Saturday Night,1992,drama_comedy,Columbia Pictures_New Line Cinema_Castle Rock Entertainment,43000000,13300000,119
34322,Murphy's Romance,1985,comedy_romance,Columbia Pictures,13000000,30867525,107
41659,My Life,1993,drama_romance,Columbia Pictures Corporation_Zucker Brothers Productions_Capella Films,0,27484464,114
10774,Network,1976,drama,United Artists_Metro-Goldwyn-Mayer (MGM),3800000,23689877,121
10083,No Way Out,1987,action_drama_thriller,Orion Pictures,15000000,35509515,114
29786,North Dallas Forty,1979,comedy_drama,Paramount Pictures_Frank Yablans Presentations_Regina Associates,0,26079312,119
11356,The Odd Couple,1968,comedy,Paramount Pictures,0,44527234,106
10747,The Outlaw Josey Wales,1976,drama_western,Warner Bros._Malpaso Company,3700000,31800000,135
38809,Black and White,1999,drama,Bigel / Mailer Films_Palm Pictures,10000000,5241315,98
10559,Frequency,2000,crime_drama_science fiction_thriller,New Line Cinema,31000000,68106245,118
20697,Ready to Rumble,2000,action_comedy_drama,Bel Air Entertainment_Warner Bros.,24000000,12372410,107
2621,Return to Me,2000,romance_comedy_drama,Metro-Goldwyn-Mayer (MGM)_JLT Productions,24000000,36609995,115
10479,Rules of Engagement,2000,action_adventure_drama_history_war,Paramount Pictures_Seven Arts Pictures_Munich Film Partners & Company (MFP) ROE Production,60000000,71000000,128
125709,Joe Gould's Secret,2000,drama,,0,0,104
49721,Me Myself I,2000,comedy_romance,Gaumont_Australian Film Finance Corporation (AFFC)_Gaumont Production,0,369975,104
2006,"Bell, Book and Candle",1958,fantasy_comedy_romance,Julian Blaustein Productions,0,0,106
184885,The Bells,1926,drama_crime_horror,Chadwick Pictures Corporation,0,0,68
46625,The End of Violence,1997,drama_thriller,Kintop Pictures_CiBy 2000_Metro-Goldwyn-Mayer (MGM)_Road Movies Filmproduktion,5000000,0,122
17339,Force 10 from Navarone,1978,action_adventure_war_thriller,Columbia Pictures Corporation,5000000,7230000,118
26879,How to Stuff a Wild Bikini,1965,comedy_music_romance,,0,0,93
11305,Mystery Train,1989,crime_drama_comedy,JVC Entertainment Networks_Mystery Train,2800000,0,113
48211,Sacco & Vanzetti,1971,crime_drama_history,Unidis_Jolly Film_Theatre Le Rex S.A.,0,0,120
28975,Taffin,1988,action_thriller,Metro-Goldwyn-Mayer (MGM),0,0,96
13665,Arthur,1981,comedy_drama_romance,Orion Pictures,7000000,95461682,97
12309,Bachelor Party,1984,comedy,Bachelor Party Productions_Aspect Ratio Film_Twin Continental,6000000,38435947,105
1552,Parenthood,1989,comedy_drama_family,Imagine Entertainment_Universal Pictures,0,126297830,124
106,Predator,1987,science fiction_action_adventure_thriller,Twentieth Century Fox Film Corporation_Lawrence Gordon Productions_Davis Entertainment_Silver Pictures_Amercent Films_American Entertainment Partners L.P.,18000000,98235548,107
10333,The Prince of Tides,1991,drama_romance,Columbia Pictures,30000000,74787599,132
11027,The Postman Always Rings Twice,1981,romance_crime_drama,Lorimar Film Entertainment_CIP Filmproduktion GmbH_Northstar International,12000000,0,122
123757,All the Vermeers in New York,1990,comedy,,0,0,87
10468,28 Days,2000,comedy_drama,Columbia Pictures,43000000,0,103
1359,American Psycho,2000,thriller_drama_crime,Lions Gate Films_Edward R. Pressman Film_Muse Productions,7000000,34266564,102
4967,Keeping the Faith,2000,comedy,Spyglass Entertainment_Touchstone Pictures_Triple Threat Talent,30000000,37036004,127
31776,Where the Money is,2000,comedy_crime_drama,Gramercy Pictures_Intermedia Films_PolyGram Filmed Entertainment_Scott Free Productions_Pacifica Film_IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG,0,0,89
10557,East Is East,1999,comedy,BBC_Assassin Films_Film4,3800000,28200000,97
27745,The Filth and the Fury,2000,documentary_music,Film4_Nitrate Film,0,0,108
19214,Passion of Mind,2000,drama_romance,,0,0,105
46686,Third World Cop,1999,action_drama_thriller,Palm Pictures_Hawk's Nest Productions,0,40717,98
13776,Diner,1982,comedy_drama,Metro-Goldwyn-Mayer (MGM),0,0,110
26291,Shakes the Clown,1991,action_comedy,IRS Media,1400000,0,87
10784,Cabaret,1972,drama_music_romance,ABC Pictures_Bavaria Film_Allied Artists Pictures,6000000,0,124
10242,What Ever Happened to Baby Jane?,1962,drama_horror_thriller,"Seven Arts Productions_Warner Bros._Associates & Aldrich Company, The",980000,0,135
27857,Prick Up Your Ears,1987,drama,civilhand,0,0,111
16347,Auntie Mame,1958,comedy_drama,Warner Bros.,0,0,143
4825,Guys and Dolls,1955,comedy_music_romance,"Samuel Goldwyn Company, The",5500000,0,150
11654,The Hunger,1983,horror_thriller_romance,Metro-Goldwyn-Mayer (MGM)_Peerford Ltd.,0,5979292,97
10518,Marathon Man,1976,thriller,Paramount Pictures,6500000,21709020,125
11977,Caddyshack,1980,comedy,Orion Pictures_Warner Bros.,6000000,39846344,98
18041,Gossip,2000,drama_mystery_thriller,Village Roadshow Pictures_NPV Entertainment_Warner Bros._Outlaw Productions (I),14000000,5108820,90
14736,Love & Basketball,2000,action_comedy_drama_romance,40 Acres & A Mule Filmworks,20000000,27728118,124
3536,U-571,2000,action_drama_thriller_war,Universal Pictures_Canal Plus_Dino De Laurentiis Company,62000000,127666415,116
1443,The Virgin Suicides,1999,drama_romance,American Zoetrope,6000000,10409377,97
10424,Jennifer Eight,1992,crime_drama_mystery,Paramount Pictures,20000000,11390479,124
28971,Limelight,1952,comedy_drama_romance,Celebrated Productions,0,0,137
310431,Stacy's Knights,1983,drama,Crown International Pictures_American Twist,0,0,100
40562,Committed,2000,comedy_drama,Miramax Films,3000000,0,98
9456,The Crow: Salvation,2000,action_science fiction_thriller,Jeff Most Productions_Edward R. Pressman Film_IMF Internationale Medien und Film GmbH & Co. Produktions KG,10000000,0,102
889,The Flintstones in Viva Rock Vegas,2000,science fiction_comedy_family_romance,Universal Pictures_Amblin Entertainment,83000000,59468275,90
10564,Where the Heart Is,2000,comedy_drama_romance,Twentieth Century Fox Film Corporation_Wind Dancer Films,15000000,33771174,120
15723,The Big Kahuna,2000,comedy_drama,Franchise Pictures_Trigger Street Productions,7000000,3728888,90
19600,Bossa Nova,2000,comedy_drama_foreign_romance,,0,0,95
125537,Smiling Fish & Goat On Fire,1999,comedy_romance,,0,0,90
68170,The Last September,2000,drama_foreign_romance,,0,0,103
36234,Timecode,2000,drama,Screen Gems_Red Mullet Productions,4000000,0,97
31978,Defying Gravity,1997,drama_romance,Boom Pictures Inc.,0,0,92
12476,The Hidden,1987,action_horror_science fiction_thriller,New Line Cinema_Heron Communications_Third Elm Street Venture_Mega Entertainment,0,0,96
5241,Two Moon Junction,1988,drama_romance,DDM Film Corporation_Lorimar Motion Pictures,0,1547397,104
98,Gladiator,2000,action_drama_adventure,DreamWorks SKG_Universal Pictures_Scott Free Productions_Red Wagon Entertainment_Mill Film_C & L_Dawliz,103000000,457640427,155
21311,I Dreamed of Africa,2000,romance_drama_adventure,Columbia Pictures,34000000,0,114
47724,Up at the Villa,2000,drama_romance,,0,0,115
11129,Human Traffic,1999,comedy_drama,Irish Screen_Fruit Salad Films,600000,4000000,99
117781,Black Tights,1962,,Doperfilme,0,0,140
1058,Breathless,1983,action_drama_romance_thriller,Orion Pictures_Breathless Associates_Miko Productions,0,19910002,100
37112,The Great Locomotive Chase,1956,action_adventure_drama_family,Walt Disney Productions,0,0,85
42159,The Idolmaker,1980,drama_romance_music,,0,0,117
16395,Inferno,1980,horror_thriller,Produzioni Intersound,3000000,0,107
50627,The King of Marvin Gardens,1972,drama,The Criterion Collection_BBS Productions,0,0,103
38925,The Lords of Flatbush,1974,drama,Columbia Pictures,160000,4000000,86
13105,Mr. Mom,1983,comedy_drama_family,Twentieth Century Fox Film Corporation_Aaron Spelling Productions_Sherwood Productions,0,64783827,91
5491,Battlefield Earth,2000,action_science fiction_war,Franchise Pictures_Warner Bros._JTP Films_Morgan Creek Productions_Battlefield Productions,44000000,21400000,118
10560,Center Stage,2000,drama_music,Columbia Pictures,18000000,17200925,115
19489,Held Up,1999,comedy,,0,0,89
19419,Screwed,2000,action_comedy,Universal Pictures_Robert Simonds Productions,0,0,81
23531,Whipped,2000,comedy_romance,Hi-Rez Films,3000000,0,82
10688,Hamlet,2000,drama,Miramax Films_double A Films,2000000,1568749,112
17889,Anchors Aweigh,1945,comedy_fantasy_music_romance,Metro-Goldwyn-Mayer (MGM),0,0,143
18228,Blue Hawaii,1961,comedy_music_romance,Paramount Pictures_Hal Wallis Productions,0,0,102
80351,The Castaway Cowboy,1974,adventure_family_comedy_western,Walt Disney Production_Walt Disney Home Video_Walt Disney Company,0,0,91
18642,G.I. Blues,1960,comedy_music,Paramount Pictures_Hal Wallis Productions,0,0,104
205054,The Gay Deceivers,1969,comedy,Fanfare Films,0,0,97
39391,Gypsy,1962,comedy_drama_music,Warner Bros.,0,0,143
18644,King Creole,1958,drama_action_music_romance,Paramount Pictures_Hal Wallis Productions,0,0,116
31516,On the Town,1949,comedy_music_romance,Metro-Goldwyn-Mayer (MGM),2111250,0,98
45827,One Little Indian,1973,family,Walt Disney Productions,0,0,90
5683,Pee-wee's Big Adventure,1985,adventure_comedy,Aspen Film Society_Warner Bros.,6000000,40940662,90
113279,Regret to Inform,1999,documentary,,0,0,72
2094,Roustabout,1964,drama_music_romance,Paramount Pictures_Hal Wallis Productions,0,3000000,101
14906,Saludos Amigos,1942,animation_family,RKO Radio Pictures_Walt Disney Productions,0,0,42
16176,The Slipper and the Rose,1976,adventure_family_fantasy_romance,Paradine Co-Productions,0,0,146
52770,Things Change,1988,drama_comedy_crime,Columbia Pictures,0,0,100
12518,Honeymoon in Vegas,1992,action_comedy_romance_thriller,Columbia Pictures_New Line Cinema_Castle Rock Entertainment,25000000,0,96
10567,Dinosaur,2000,animation_family,Walt Disney Pictures_Walt Disney Feature Animation,127500000,354248063,82
10642,Loser,2000,drama_comedy_romance_family,Columbia Pictures,0,0,98
9285,Road Trip,2000,comedy_adventure,DreamWorks SKG_The Montecito Picture Company,16000000,119754278,93
10569,Small Time Crooks,2000,action_comedy_crime,DreamWorks SKG,0,0,94
21879,The Hollywood Knights,1980,comedy,PolyGram Filmed Entertainment_Casablanca Filmworks,2500000,10000000,91
98502,The Myth Of Fingerprints,1997,drama_comedy,Eureka Pictures_Good Machine,2000000,458815,93
24918,The Twelve Chairs,1970,comedy,Crossbow Productions_The Twelve Chairs Company,0,0,94
955,Mission: Impossible II,2000,adventure_action_thriller,Paramount Pictures_Cruise/Wagner Productions_Munich Film Partners & Company (MFP) MI2 Productions,125000000,546388105,123
8584,Shanghai Noon,2000,adventure_action_comedy_western,Spyglass Entertainment_Roger Birnbaum Productions_Touchstone Pictures,55000000,56932305,110
47295,Better Living Through Circuitry,1999,documentary_music,,0,0,85
